"","PC1","PC2","PC3","PC4","PC5"
"Cdh7",-0.00169670666319569,0.00443037915826228,-0.00132761967943649,-0.00553325475199531,-0.00374889884527813
"Tas2r106",0,0,0,0,0
"Nasp",0.0117623493960927,-0.00812220123814819,0.00352565991166243,0.00737345029135509,-0.00116345491131114
"Amer1",0.00248757376198558,0.00204275067500492,-0.00153850132470691,0.00744850645210824,0.0163254766548027
"Gria3",-0.00486353074032321,-0.0111191446904043,-0.00716297480685389,-0.00475241142221129,-0.0080616243009492
"Olfr202",0,0,0,0,0
"Wbscr28",0,0,0,0,0
"Arhgap36",-0.00564533536121118,-0.00220536547288167,0.00126749736668655,-0.00334954075964883,-0.00815072992832311
"Fam210a",-0.0136890543653998,0.00278526150799539,0.00407985474467907,0.00437275906008623,0.00168632716267248
"Lmo2",-0.00957060771130951,-0.016472964831903,0.00391839544938284,0.0010442302005548,-0.00438740779610046
"Olfr1013",0,0,0,0,0
"Cdc42ep3",-0.00873610470486357,-0.00411671680620582,-0.0117614574188277,-0.00313901137660027,-0.00533033707809268
"Zfp930",0.000646612076866321,0.00039222194119758,-0.00723584236480564,0.00204722411719005,-0.00909616632655426
"Gnb2l1",0.0130613550557049,0.00363785254449226,0.00914546453207097,-0.00487974612500047,0.00429291830926622
"Ccdc77",-0.00305318229699058,-0.00327086553988702,-0.00688707746538609,-0.0145480803013581,0.00287821244421897
"Heatr1",0.00887311301213765,-0.00232738300048547,0.00402162324922378,0.00780952485113719,0.00140584743578746
"Vmn1r119",0,0,0,0,0
"Rgn",0.0117486530307331,0.000210788158434187,0.0072835537727624,0.000899351821990144,-0.00237209229257978
"Krtap12-1",0.00542144282649153,0.00227102570676466,0.00525053881191091,-0.00184720874215399,-0.0052559824044844
"Tnni1",-0.00565224182579871,-0.00386523216162728,-0.010789477787667,0.00948296287468883,0.00426333113822789
"Mybphl",0,0,0,0,0
"Cnn2",-0.00708257632998009,-0.0153180316603437,0.00250768938545933,6.58786111085053e-05,-0.0179673379507606
"Ccdc15",-0.00193811253611521,0.00240967594114831,-0.000398042532227039,0.010389077859307,-0.0142152884910963
"Dmrtc2",-0.00430997258807485,0.0147980801306587,0.00290297166040482,-0.000315638921603087,0.00913207177380761
"Vmn1r83",0,0,0,0,0
"Bves",-0.0128504124717471,0.00801495790438463,-0.00266632421029937,0.00344039669494177,0.00214486619212253
"Brpf1",0.0063918054874942,-0.00471460806087494,0.00398163923558401,-0.0106146060779492,0.00201115463570919
"Mgat3",-0.00412731931498426,0.00352061397569293,-0.0132933691862303,0.00663770011264116,-0.0128671369231418
"Zfp579",0.00118258099182006,0.00031359556429581,-0.0180688922049398,-0.00192149896203423,-0.000384602698016228
"0610009D07Rik",0.011077886674317,0.000625659841068254,0.00563908078160149,0.00300644309573894,0.00481143887225
"Zbtb18",-0.0115141325507208,0.0157140390245759,0.00196676968755561,0.00146696687286858,-0.000899348886147065
"Gpr153",-0.00543116141939845,-0.00707725646954107,-0.0092097326870459,-0.00627862466942722,0.0067761458116206
"Fbxw13",0,0,0,0,0
"Gm10377",0,0,0,0,0
"Mup7",-0.00315984611795201,-0.00555482878358325,-0.00288262335930869,0.00530480355229591,0.00189080999247389
"Ndor1",0.0127562141344951,0.00223225157349392,0.00260667082086751,-8.94438114588237e-05,0.00292750991496775
"Prl7a2",0,0,0,0,0
"Adat1",-0.00524252316431771,0.00301345014738704,-0.00732886243688114,-0.00807193253988617,0.000628702803739918
"Grpel1",-0.0109277576257228,-0.00118321777874046,0.00428520435870051,-0.0119781695941874,0.00537009431015948
"Aldh2",-0.0121344402466647,-0.00774050101543295,0.00614225585957623,-0.00881256724012177,0.00289906501030756
"Vmn1r64",0,0,0,0,0
"Ccr9",0.00190067296436235,-0.00488667179375732,0.0108142334910243,0.000206864236590027,-0.00590819284304827
"Arhgap9",-0.0112663574654677,-0.0110719394692094,0.00136531602951782,-0.0064628967692278,-0.00776275000784722
"Ak1",-0.012998226658491,0.0109738066852694,0.00349827965274923,-0.000145948607652238,0.00352079428029787
"Usp17la",-0.000159277185790493,-0.00213721981824296,-0.00321508595950891,0.00985206730915214,0.00568004125832604
"Tmem159",-0.00102479402901528,0.0153299579656132,-0.0164942105252277,-0.00806101885932929,-0.0162604982780805
"Dnaic1",-0.00240869057289377,-0.00419928357963718,0.00430349678647989,-0.00168310068170945,-0.0106092850137633
"Adsl",-0.0134682063663806,0.0050204922129163,0.00459863599638439,0.000422662787558459,0.00309845928333737
"Pth2",0,0,0,0,0
"Folr2",0.00526546258420348,-0.00737514723333407,0.0119657468779095,0.00577838199094458,0.0117785985708884
"BB287469",-0.00435689788980711,-0.0098447403194193,-0.00115811799718783,-0.0251072341927812,0.00657235904883558
"Dnajc5",0.00662103958443931,0.00347555252849423,0.00505184252906692,0.0144825226875984,-0.00158195943704272
"Zfp703",0.00368312136858779,0.00168880550330833,-0.0148919627123285,0.0113422163202184,-0.000317077141878778
"Bptf",0.0094344857574644,0.00718574285378525,-0.00403237711545971,-0.00590008343840207,-0.00693231801068807
"Nudt4",-0.0136639688670922,0.00376526718142372,0.00409119540250468,-0.00201946100503628,0.00298375175892856
"Sptssb",0.00413410593733441,0.00305382969900678,-0.000388086086811995,-0.00259268664558636,-0.00987551774358641
"Ube2j2",-0.00126828909911505,0.00823366486985133,0.0119706120698717,0.00238717025720774,0.00910868238681695
"Tbc1d16",-0.0114267462441596,-0.000818192627642204,0.00217588150503176,0.000719606815771737,-0.000594238655916511
"Sh3bgrl2",0.0114448398210333,-0.000730126342914327,0.00985931106664502,0.00325267610775016,-0.00651450222783519
"ACE3",0.000326944738640401,-0.00475281344686775,-0.0126867371729926,0.00681856635598405,0.0135138382031714
"S1pr4",-0.00826420527292701,-0.0123375411171241,0.008646070645783,0.00205034219565762,-0.00222290411181775
"Ugt1a1",0.00401917158370846,0.0162692887113398,-0.00763125281645877,0.0038900396240784,-0.00786401684163744
"Tigd3",-0.00360627896971097,-0.00250611102979047,0.00464804169913481,0.00208835581562419,-0.00391300702345002
"Tex13a",0,0,0,0,0
"Pde8b",-0.00661501538788494,0.00570199401859367,0.0124813935976414,0.00247145593201755,0.00545073993167336
"Olfr102",0,0,0,0,0
"Vmn1r218",0,0,0,0,0
"Nsdhl",0.00349833345809155,-0.0001779292056722,-0.00469396032517073,0.0175283817217287,-0.00155530580148051
"Sh2d1a",-0.00427296082208758,-0.0104462353695798,0.0103898294447021,-0.00131884870620736,0.00189069607713335
"Kcnrg",0.00701790660598145,0.000282100676512578,0.00255452134330035,0.00226896912778661,-0.00486188194035119
"Pcdh1",0.00831406890676593,0.0023136247254526,0.0169581842939277,0.000662549046968687,-0.00676151665154341
"Bad",0.00943961662280442,0.00160549113387107,0.0051427013991034,0.00953374986068545,0.00688586779544026
"Sertad2",0.0110325538736118,0.00143695008777102,0.00798876609596958,0.0134038532578053,-0.00337228172879666
"Rnaseh2a",0.00884807867124854,0.00164608133040974,0.00161602381956803,0.0128165511570052,0.00685793058699454
"2310003H01Rik",-0.00148639139845584,0.00711307758949824,0.00301071404810076,-0.00554030809513533,-0.00653935233199645
"Gm20767",0,0,0,0,0
"Tnfaip1",-0.00141913775819753,0.010435869378583,0.0135355591656308,0.00477705541956358,0.00184259103314423
"Ythdf1",-0.00219412199607488,0.00861074993343071,0.00321784934863598,0.0179152626734954,-0.00670329632430955
"Pfn3",0,0,0,0,0
"Zdhhc17",-0.0127258425877878,9.83102498792443e-05,-0.00626929266977458,0.007653053070193,0.000704813119159021
"Tmod1",-0.0135650116562262,0.00888596432529158,0.00121091899196094,0.000203703894111375,0.000548164711244692
"Golim4",0.00745973621288222,0.00145326027415527,-0.0229549162464987,-0.0152525446163759,0.00119405465795497
"Sfn",0.0133423241998519,0.00371716276543675,0.00898916662991003,-0.00506835075196018,0.000123158631912187
"Hdlbp",-0.0122853361832157,0.00548477049447783,0.00323566771938646,-0.00418892439112571,0.00338702781406295
"Ubd",-0.0107622562582561,-0.00497182890006963,0.00329077405138052,-0.00102783587209545,-0.00264889965224009
"Olfr592",0,0,0,0,0
"Myo3a",0,0,0,0,0
"St3gal6",-0.0136177363377186,0.00565284295577324,0.00434175029394819,-0.00176763314577535,0.000140921297444176
"Trappc11",-0.00245329442994932,-0.00298241858119376,-0.00470149847781711,0.0160072060324064,0.00985287465352334
"Pgm2",-0.0134903816072307,0.00354372947464513,0.00590112499432705,-0.000191299243097742,0.0016758727437912
"Thnsl1",-2.92132184663916e-05,0.000601499924641437,-0.00709331760810734,0.00888953796623256,-0.00729176698013737
"Espnl",-0.000105945015141891,-0.00174845541177802,-0.0145688287518247,-0.0164405191346575,0.00951936353501483
"Gpbp1l1",0.00867935674669621,0.0100658147534897,0.00578469788988437,0.00049952741486727,-0.00722570734674908
"Taf9b",-0.00861156170944409,0.00438202987399129,-0.00239875213945744,0.00714164279443516,-0.00499854593663383
"Kcnh4",0,0,0,0,0
"Myo15",0.00229715475676532,-0.00363492637625371,-0.000100812781217499,0.00902138063508537,0.00251266625548468
"Ttbk2",0.00167837853112111,0.00594504528586851,-0.0127958285515178,0.0120789283374534,-0.00318646875085546
"Mon2",0.00335672231594098,0.0106593411997621,-0.00108174218321554,0.00294918660118995,0.00295380927103335
"Wdr48",0.00537310630734172,-0.00551460775205218,-0.000853741957270577,-0.0064872343798807,-0.00608496130122158
"Nav1",0.00521398035987825,-0.00887289593879587,-0.00872576004726641,0.0183528074935634,0.0171932376045352
"Mmp21",0,0,0,0,0
"Slc7a14",-0.00130510817098423,0.0101809139114663,-0.00486854955517823,-0.0211564074946566,0.00479784009163703
"Qk",-0.0132109176762325,0.00738515999676886,-0.00204722236934257,0.00818124109371757,-0.000209166565305143
"Mettl7a2",0.00173105715182882,-0.0032757530552462,-0.0104029792612283,0.00719930381823412,0.00945985142908462
"Cdc20b",0,0,0,0,0
"Tagap",-0.00208536988410646,-0.0111147478485453,0.00825073017072932,0.0100641441272702,0.00525734734966853
"Tubb4b",0.00940971985935533,0.00235554338615645,0.0183068822400871,-0.00938329000607796,0.00225029767632766
"Olfr299",0,0,0,0,0
"Ifi30",0.000373041300916352,-0.00343523249447404,-0.000218048702300808,-0.0154221755565688,0.000988319288516092
"Apoc4",0.00159876417611641,-0.00129500237055758,-0.00803131010726135,0.00472285526825953,0.00755050497249833
"Olfr355",0,0,0,0,0
"Zfp658",0.00361960327581968,-0.00942960789600791,-0.00714088076359855,0.00343531230012014,0.00862310910018421
"Rbmx",0.00287476966710761,-0.00551968680197123,-0.00654249341718935,-0.0147349586513285,0.00887190177879545
"Tcirg1",-0.00162346443332419,-0.00831385708846824,0.00267757808980005,0.00909681083153987,0.00445083972167914
"Olfr564",0,0,0,0,0
"Shcbp1l",-0.0055930429048419,-0.0101444960587076,0.00429563559435083,-0.000484706013763229,0.00319543130387968
"Crcp",-0.00292171874894756,0.0102645224849422,0.000280816979220595,-0.00728409672943321,0.00530942675439409
"Vmn2r77",0,0,0,0,0
"Ddhd2",-0.00628300185476786,-0.0112195527033898,0.00436670122784898,-0.00568490630728681,0.00191324362139166
"Pex7",-0.00827205987038331,0.00123438951102535,0.0141754433027979,-0.00799002821487387,0.00403418181553255
"Pgls",0.011655428872035,0.00472382984658782,0.00978131660154074,0.000509411161656995,0.00399581768944427
"Klhl18",0.00205219935161858,0.00165290655888319,0.0131766583351924,-0.010891677140719,-0.00205415666452283
"Tada2a",0.00220009476958883,0.0126324963349329,-0.00307744393836333,0.00251380721932125,0.0114102489964758
"Col13a1",-0.00963664993946912,-0.00606528416546235,-0.00981976916835367,-0.00741756023764711,0.00502218734437937
"Gfer",-0.0124734495451402,0.00663734035026885,0.00321018806833447,-0.00110455776622686,0.00244152942054232
"Prss56",0,0,0,0,0
"Gja8",0,0,0,0,0
"Slc22a28",0,0,0,0,0
"Foxp2",0.0122616936572583,0.00166054170047655,0.00904886592447424,0.00304088421295326,0.00602582963375936
"Nr2f1",-0.00763769736033169,-0.00613917026159809,-0.00824672651822854,0.00115005966007917,-0.0105572095238505
"Slc22a8",0,0,0,0,0
"Klf6",0.00880187606695919,0.00817844441757217,-0.0010244642827258,0.00565585826700263,-0.00183339498688323
"Kras",0.0115664166103425,0.0030791884703426,-0.00544019863421717,0.00814008198649788,-0.00570728156337161
"Uqcrc2",-0.0136775016088598,0.00365590326211055,0.00551777204653593,-0.000130147369457877,0.00338955596514133
"Rev3l",0.00707214591620159,0.00945856484288727,-0.00457811384702031,0.00743143508211763,0.00499812446368517
"Slc35f1",-0.00375501748995699,0.0102595479295621,-0.00460616943658196,0.00688902579096985,0.00509567060450207
"Nbeal1",-0.0016260697486902,0.000509196734434989,-0.00837436276063869,0.0102913829418298,-0.00947895115158763
"Slc39a8",-0.00111932894104229,0.00219021099271969,-0.0165324100375453,-0.0138655938736691,-0.0145772637469441
"Cbwd1",-0.00627996355730743,0.0046767271658356,0.00519823143021607,-0.00413886629289744,0.00444621291970005
"Usp25",-0.0097799641557193,0.01552159350678,0.0027201027654908,0.000763881865099244,-0.00372487783600949
"2310009B15Rik",-0.0012174053914122,-0.00453023124335844,-0.00317099886028497,-0.00188273116025572,0.00358567301853473
"Olfr987",0,0,0,0,0
"Smad9",-0.00182793573854095,-0.0046986815602758,-0.00565801602696077,0.00193306000459913,-0.0030147429899786
"Trim68",0.00239831472035587,0.0018021175505732,-0.0125265148141021,-0.0199379821093326,0.00192426702788323
"Prss44",0.00127202341399955,-0.00322422750405177,-0.00808483243640195,0.00417236054422702,0.00824793505745732
"Rp2h",-0.00153631942918683,-0.0107323282193142,0.0080564834119658,0.0154480833774269,0.00688062576781695
"Stx5a",0.00591548422829134,-0.00102365740971281,0.0069019344642969,0.00510931550716973,-0.00688134687788251
"Zfp568",-0.00685361758746004,-0.00262874750315589,-0.0042780627238172,-0.00376019478162357,-0.00694629479470762
"Vipr2",0.00197181378941033,-0.00467762856467581,-0.0156073797617126,-0.00573959936025325,0.00284211854378302
"Phf12",0.000414361539563421,-0.00475013153174102,-0.00190718891467177,0.00966028051206059,-0.00583156374842649
"Rabgap1l",0.0102598224094299,-0.00538875507696743,-0.00525118872046962,0.0148201494079076,0.00707921732799088
"Toe1",0.0082540182483131,-0.00550637310317298,0.00636353132309723,-0.00215683450723822,0.00337171738147882
"Muc5ac",-0.00193510347787822,-0.0101428143696411,-0.00391352088520782,0.00274840026631775,0.00382232351314559
"Skint2",-0.0039272916854361,-0.00527707333464776,2.82405704095352e-05,-0.00425285723678557,-0.0236722351491336
"Pigc",0.00191003707009379,-0.0102408192798462,0.0100512345357858,0.000309979033138095,-0.00911458153490238
"Tas2r143",-0.00285039967971036,0.00079684942418549,-0.00103618242057827,-0.00409177181537817,-0.00565919726400032
"Shmt1",0.010545848412677,-0.0041503622812864,-0.00481754164057826,-0.00256921914290237,-0.00183827982242935
"Zmynd19",0.0058411405217378,-0.00247404268250888,0.0109843247862116,-0.00213909305993686,-0.00464807147208014
"Rhog",0.00138207760862856,-0.0147549805504311,0.00235309959825122,-0.00719830378103459,-0.0106585006437521
"Xylt2",0.00631274421973428,-0.00320690020854068,0.00676301494128029,-0.00595553031259467,0.00731654114419004
"Adora3",-0.00297927028702595,0.00342971322153836,0.000725551579714115,0.000724648308871347,0.00743817260143665
"Exoc4",-0.0103934182131462,0.00824490300463106,-0.00272689181252719,0.00812174549881339,-0.0058536478455212
"Dhrs7c",-0.0133781257416822,0.00691942657970561,0.00484028150001394,-0.000651795451956364,0.000700457431771832
"Vmn1r78",0,0,0,0,0
"Chsy1",-0.000826459743617853,-0.0139284952669771,0.00882621874094369,-0.000753551290723364,-0.00222454634383697
"Clasp1",0.00538227545134242,0.0134388264384588,0.00205266064252669,0.00668359351332622,-0.00412487805282397
"Agpat2",-0.00649419785297315,-0.0147484348188874,0.00927358960599278,-0.00217808500548372,0.000751214439329938
"Ly6a",0.00591134744862438,0.00046326847363316,0.00173945272695668,0.0210354856786397,0.0199260505617954
"1700019O17Rik",0,0,0,0,0
"Prcc",-0.0105820409266787,0.00562334125220364,0.00681818131039901,0.00544477813627901,-0.0073759387453494
"Olfr904",0,0,0,0,0
"Gpr55",-0.00805364501836567,-0.00209072296441592,-0.00426482168186624,0.00701350360137158,-0.00421760423317016
"Atl2",-0.013380070465028,0.00803316689139049,0.00418745905732295,0.00185341449783667,0.00245494357948591
"D930015E06Rik",0.0118857374887208,-0.00594269246998448,-0.00164530969187198,-0.00548219729013655,-0.00670627373366379
"Olfr348",0,0,0,0,0
"Bola3",-0.0133470821506325,0.00823678592179928,0.0043875727917954,0.00028424283658943,0.0019430898579622
"Rars2",0.00774712657995496,0.0033823544924857,0.0157296098824391,-0.0118781775519604,0.00399428735319209
"Ccl11",-0.0063643184262179,-0.00592192444817673,-0.00903124833463975,0.0215006740685179,0.00302632848338303
"Srek1",0.01052169531742,0.008716350789181,-0.00453461328702231,0.00782743485213017,0.00936856012010578
"Olfr1022",0,0,0,0,0
"Tex261",-0.00616485417469187,0.00448716023564743,0.00675385296648435,0.0133087617474593,0.00228045724964546
"Shkbp1",0.00776565050248355,-0.0146109679912218,0.00521627697713846,0.00191455840916798,0.00761026394467799
"Tor1a",0.00584355460824742,0.000531391268074832,-0.00489148174308846,-0.0149570578216971,-0.00779035159606676
"Bnc2",0.00143857743684978,-0.00320321244206338,-0.0196579591822346,0.00132269192563852,0.0114255410702711
"Txnl4b",-0.00736576924116549,0.00373220585560657,-0.000771361488566118,0.0117160206017114,0.0024504913906989
"Ctnnd2",0.00239464567879849,-0.00329447930001114,-0.00125595675050821,-0.00300647026684146,0.00124378742712886
"Fam135b",0.00248095630184808,9.88608928215388e-05,0.000183832618849845,0.00401589911628673,0.00281973795396823
"Trim35",-0.0136770834110207,0.00145166053343806,-0.00287835053005578,0.00443439127896093,0.00321203688723943
"Oard1",-0.00877409038819191,0.00846635891079415,-0.000695262338322439,0.00324466439444909,-0.00335757750689375
"Spink10",-0.000426949545219093,0.00581700110960314,-0.00902378121140853,-0.00126036123680206,-0.0250085034120549
"Omp",0.00144688458474588,-0.00292320771688324,-0.012268151094378,-0.00966353491306299,-0.00510198582991866
"Rps11",0.0123292681675811,0.00612318862670233,0.00624621162697054,-0.00706520658234327,0.00860385371860959
"Rab1b",-0.00814175932951916,0.00628206692691708,0.00559978820059657,-0.00640322200578821,0.00445139419960093
"Blnk",0.0105557236760696,0.00133778571928463,0.00706306107983974,-0.00748329235170992,-0.00519377156133892
"Pnck",-0.00971027871144818,-0.00120412386343314,0.00448110569196092,0.00503185837239953,-0.00212132846806144
"N4bp2l1",-0.00451077935888212,0.00507672660649418,0.00238098997847619,-0.0123156203732833,-0.0111479911155663
"Fxyd3",0.0132910437578635,0.00465226052459398,0.00547926396576,-0.000480685990409105,0.00073141389659256
"Ly6c2",-0.0112029114916127,-0.00784973233335593,0.00467674018890895,-0.00208301907268074,-0.00903369503144343
"Klhl33",-0.0121484221744093,0.0123087012020921,0.00368190220951682,-0.00219841190244583,0.00479348770571662
"Erp44",-0.00638535055811486,0.00382838029178269,0.00978190306249952,-0.00526823540989088,-0.0021517638806841
"Slc14a1",-0.00876323334800629,-0.0123735527985171,0.00289085992234112,-0.0045086791792101,-0.010885263276658
"Rb1cc1",-0.00382157696463587,0.0127372047784292,0.000863168285633217,0.0147008274801298,-0.00245210197030724
"Fbxl4",-0.00865801977235423,0.00835344745648537,-7.46925466693166e-05,0.0116274691417095,0.00295492065334689
"Gm14124",0.0022245769020097,0.00136892876468396,0.00806829584516905,-0.00783140839855376,0.000940445237868189
"Vmn1r184",0,0,0,0,0
"Olfr311",0,0,0,0,0
"Pdp2",-0.0106650134738669,-0.00815749169474901,0.00779260397136248,-0.00301242156670616,-0.00641724132584823
"Cdh9",-0.00151458310791941,-0.0135552308781153,0.00771852133455471,0.00339746233401152,-0.00834121711341304
"Begain",0.00286458892896075,-0.00396620806024418,-0.0137018202465744,0.00113882263549651,0.00636444028408276
"Zfp612",-0.00955262459096948,0.0122375071840915,-0.000292487047897996,0.000485447021613266,-0.00172283171603616
"Cnbd2",-0.00557024995975425,0.003597601606857,-0.000796206840001878,0.00668728058756657,-0.00573656630654713
"Vmn2r48",0,0,0,0,0
"Sntb2",0.00352024645664583,-0.00393979646654209,-0.00803208934931482,0.013506514292097,0.00126789983417168
"Urb2",0.00973449129290564,0.00161474641737898,0.00788777441250373,-0.0102029277610645,0.00584379431833975
"Gareml",0.00295598973639053,0.00241354564076411,0.00759370526838017,-0.00487903009815347,-0.00229311707378713
"Gm3233",0.00233010597721241,0.00153225089389133,0.00486458105389746,-0.00185753243046843,-0.00534588523961353
"Trappc13",0.00446495034713484,-0.00150517822355645,0.00619810831235206,0.0019691768990956,-0.0111176676543092
"Nt5dc3",-0.0130391488677903,0.0104474722339633,0.00164084130830797,9.73365618830802e-06,0.000611329393572826
"Star",-0.00102967756687192,0.00929509943286544,-0.0123115474218756,0.000254843688121164,0.00467744223560649
"Olfr173",0,0,0,0,0
"Vmn1r91",0,0,0,0,0
"Srp68",-0.0114785947901128,0.00121342240029795,0.00832560716513399,-0.00604354798938608,0.00476007003634941
"Vmn2r15",0,0,0,0,0
"Gna12",-0.00857414991279491,-0.00375776030025915,0.0057133313533541,0.0054177158061456,0.00661941043379539
"2010315B03Rik",0.000919311714181171,-0.00134381362563826,-0.00593525595904482,-0.0138130570458766,0.0190006645742175
"Ier3ip1",-0.00373409724769941,0.0211595611081099,0.00260198685618908,-9.31710282243243e-05,0.00696966562136748
"Asb11",-0.0133861943458971,0.001972762634695,0.00660308969157337,-0.000917955169176017,0.00199175809533192
"Stat2",-0.00980211759818954,-0.0118714816392033,0.00309627620456523,0.00940786323523594,0.00380639026181157
"Best2",0.0124667365456636,0.00388849269346171,0.00708588629308525,0.00756419193046829,0.00472390444194419
"Capn1",0.00556450993403281,0.0103040995722055,0.00898919510446083,-0.00779095766516029,-0.00817158135460538
"Celsr2",0.0134333922339334,0.00540016636789628,0.0047350409818968,-0.00509041924168297,-0.00338909382355448
"Gja6",0.000880756577856466,0.000161345582987565,-0.00782441427685426,0.00310483283084391,-0.0130969082284054
"Setd5",0.012809807183377,0.00619864898214635,0.00454947294293046,0.00274592764574103,-0.00316440061070739
